"","Sserial","WtFactor","RSex","RAgeCat","eq_inc_quintiles","RClassGp","HEdQual3","Married","ChildHh","skipmeal","paptype","SMNews","PartyId2","Politics","SocTrust","Spend1","Dole","TaxSpend","MuchPov","Poverty1","Poverty2","NatFrEst","incdiffs","welfare2","leftrigh","libauth"
"677",310677,0.951726052928766,2,7,-1,5,3,1,2,1,2,8,5,3,-1,-1,3,2,2,2,1,45,2,2.75,3.4,3.5
"678",310678,0.550026302665282,2,3,-1,5,1,2,1,-1,0,2,1,4,-1,-1,2,3,1,1,1,50,-1,-1,-1,-1
"679",310679,0.568861534231972,2,2,4,1,2,4,1,-1,0,2,2,4,2,3,2,2,1,2,2,80,-1,3.125,3.2,3.83333333333333
"680",310680,0.888794210947388,2,3,-1,2,3,1,1,8,2,2,2,4,-1,-1,2,3,2,1,1,80,2,3.125,2.4,4.33333333333333
"681",310681,2.17162553557194,2,4,3,1,1,1,1,-1,0,8,2,2,2,3,1,2,2,2,2,1,-1,1.875,1.8,3.83333333333333
"682",310682,0.553640527652239,2,2,2,5,2,4,1,5,0,2,5,5,-1,-1,2,8,2,2,1,50,3,2.75,3.4,4
"683",310683,1.09852834764586,2,2,5,3,2,1,1,-1,0,2,1,3,-1,-1,3,2,1,2,1,998,-1,-1,-1,-1
"684",310684,0.989390211857953,2,7,5,2,2,1,2,1,0,8,1,3,-1,-1,3,2,1,2,1,25,2,3,3.2,2.5
"685",310685,1.12142497005584,2,3,3,1,2,1,1,-1,0,4,2,3,1,1,1,2,2,1,1,25,-1,2.5,2,3.83333333333333
"686",310686,0.785292775380259,1,3,2,5,3,4,2,-1,0,7,4,3,2,2,1,3,2,2,1,60,-1,2.75,2,4.16666666666667
"687",310687,0.960675118006259,2,6,4,1,1,1,2,1,0,8,1,2,-1,-1,2,3,2,1,1,25,2,3.125,3.6,3.66666666666667
"688",310688,0.523627942049067,2,6,3,4,3,2,2,1,0,8,1,3,-1,-1,1,3,2,2,1,50,1,2.375,2.2,3.83333333333333
"689",310689,0.473549939778389,1,6,1,5,3,2,2,2,0,3,4,2,-1,-1,1,3,2,2,2,50,3,3.25,2.4,3.66666666666667
"690",310690,0.494004146607505,1,3,1,2,3,4,2,2,1,8,1,1,-1,-1,2,3,1,1,1,10,2,2.375,3,3
"691",310691,1.00519089619394,1,6,4,5,3,1,2,1,0,8,1,3,-1,-1,2,3,2,2,1,65,2,3.25,2.4,4.16666666666667
"692",310692,1.57268435630983,1,5,5,4,2,1,2,-1,0,2,1,1,1,4,2,3,1,2,2,25,-1,2.875,3.8,3.16666666666667
"693",310693,0.627715544994418,2,7,-1,5,4,3,2,-1,0,8,2,3,-1,-1,1,2,1,1,1,50,-1,-1,-1,-1
"694",310694,1.73372216215687,2,4,1,5,3,1,1,2,1,8,1,3,-1,-1,2,2,2,2,2,75,2,3.75,4.2,3.83333333333333
"695",310695,0.413020864877965,2,4,1,5,3,4,1,-1,0,1,5,3,2,7,3,3,1,2,2,85,-1,2.375,3.8,3.66666666666667
"696",310696,0.936867352672434,1,4,4,3,3,1,1,1,0,3,3,3,-1,-1,1,2,1,2,1,5,2,2.125,3.6,2.66666666666667
"697",310697,0.98164543519934,2,7,3,2,4,1,2,1,0,8,1,3,-1,-1,2,3,2,2,2,60,2,3.125,2.6,4.16666666666667
"698",310698,2.12272196945911,2,3,-1,4,4,3,1,-1,2,8,5,4,2,3,2,4,2,2,1,50,-1,-1,-1,-1
"699",310699,0.637983177643294,2,5,2,5,4,4,2,-1,0,3,5,4,-1,-1,1,3,2,1,1,60,-1,-1,-1,-1
"700",310700,0.652673642175931,1,6,2,5,3,2,2,-1,1,8,2,1,1,1,1,3,1,1,1,75,-1,-1,-1,-1
"701",310701,0.795615229883256,2,3,-1,2,2,1,1,-1,0,3,8,2,2,1,2,3,2,2,1,50,-1,3.375,3.2,3.5
"702",310702,0.934693638343873,2,7,3,1,3,1,2,1,0,2,1,2,-1,-1,2,1,2,2,1,65,3,3.25,3,4
"703",310703,0.865719340254112,2,7,4,1,3,1,2,-1,0,8,1,2,1,6,3,2,1,2,1,40,-1,2.375,3.8,3.33333333333333
"704",310704,1.1952232204727,2,5,5,2,1,1,2,1,0,2,2,1,-1,-1,1,3,2,1,1,2,1,1.375,1.4,2.16666666666667
"705",310705,1.06457835388189,2,4,2,4,1,1,1,3,0,1,6,2,-1,-1,1,3,2,2,1,5,1,1.875,2.8,4.66666666666667
"706",310706,0.857616954522282,2,7,4,2,2,1,2,-1,0,8,1,2,2,3,1,3,1,1,1,15,-1,2.25,3.2,3.83333333333333
"707",310707,0.522515559038392,2,4,3,1,1,2,1,1,2,2,3,3,-1,-1,7,4,2,2,2,20,2,2.25,2.8,2.5
"708",310708,0.72898053322066,1,3,2,4,3,4,1,5,0,2,2,1,-1,-1,1,3,2,2,2,0,1,1.75,1.8,2.33333333333333
"709",310709,1.99669264562144,1,2,3,1,1,1,2,1,0,1,2,3,-1,-1,3,2,1,2,1,10,9,2.5,3.6,2.5
"710",310710,2.52304462194168,1,1,1,5,1,4,2,-1,0,3,6,1,1,3,2,3,2,2,1,4,-1,1.375,2.2,1.5
"711",310711,1.3032910012779,2,7,1,3,4,1,2,-1,0,8,6,4,2,1,1,1,2,1,2,80,-1,1.625,1.8,3.66666666666667
"712",310712,1.09247285048763,2,2,2,2,3,4,2,-1,0,3,5,3,2,1,2,3,2,2,1,46,-1,-1,-1,-1
"713",310713,0.53153465022718,2,7,-1,1,2,3,2,-1,1,8,1,2,2,1,3,2,1,1,1,86,-1,3,2,4.16666666666667
"714",310714,1.50437719135804,2,1,1,2,3,4,1,4,0,3,5,5,-1,-1,1,8,2,2,1,50,2,2.25,2.4,3.66666666666667
"715",310715,0.437264825516703,1,7,4,3,2,3,2,1,1,8,1,3,-1,-1,1,3,2,1,1,5,1,2.5,1.8,3.83333333333333
"716",310716,1.05377542012981,1,7,-1,4,4,1,2,-1,1,8,8,4,2,3,3,3,1,2,2,90,-1,3.75,1,5
"717",310717,0.489191164831818,2,4,4,5,3,2,2,-1,0,2,6,3,1,4,1,3,2,1,1,998,-1,9,9,9
"718",310718,1.81028486791886,2,1,3,5,2,1,1,2,0,2,2,4,-1,-1,2,3,2,1,1,50,1,2.5,3,4.33333333333333
"719",310719,1.10677746064002,2,7,-1,1,1,1,2,-1,0,8,1,2,-1,-1,1,3,1,2,2,10,-1,-1,-1,-1
"720",310720,0.49383359316168,2,7,2,3,4,3,2,2,2,8,2,4,-1,-1,1,3,1,2,2,25,1,2.375,2,3.83333333333333
"721",310721,0.578106093429592,2,4,3,5,3,2,2,-1,0,2,4,1,2,9,1,2,2,1,1,25,-1,-1,-1,-1
"722",310722,1.08465180531945,1,3,4,5,1,1,1,1,0,2,2,3,-1,-1,1,3,2,1,1,5,1,2.125,2.2,3.5
"723",310723,1.76980470750438,1,1,2,5,3,4,2,-1,0,4,8,5,2,3,1,2,2,2,1,10,-1,3,3,3
"724",310724,1.56909998358391,1,5,3,4,4,1,1,1,1,8,1,3,-1,-1,2,3,2,2,8,25,3,3.125,9,4.5
"725",310725,0.497765191565674,2,3,-1,5,3,2,1,-1,0,8,5,5,2,1,8,2,8,2,2,40,-1,2.625,2,3.66666666666667
"726",310726,0.840458517659426,2,1,-1,5,1,4,2,-1,0,2,1,4,2,4,3,4,2,2,1,30,-1,-1,-1,-1
"727",310727,0.770280796433714,1,7,5,1,1,1,2,1,2,8,1,2,-1,-1,3,3,8,8,1,10,2,2.625,3.6,3.33333333333333
"728",310728,0.879159718178574,2,3,1,3,3,1,1,8,0,2,1,3,-1,-1,2,3,2,2,2,50,1,3.125,3,4
"729",310729,0.718241444987528,1,2,4,1,1,4,2,1,0,1,3,4,-1,-1,7,2,2,1,1,20,2,2.375,2.8,2.66666666666667
"730",310730,0.962410628337394,2,4,-1,3,2,1,1,-1,0,8,5,4,1,3,2,2,1,2,2,50,-1,3.25,2.4,4.16666666666667
"731",310731,1.38756078208518,1,5,3,5,3,1,2,1,0,6,4,5,-1,-1,2,1,2,2,2,10,1,2.375,2,5
"732",310732,1.202079846011,1,3,3,3,4,1,1,-1,1,8,2,3,1,1,1,3,2,1,2,80,-1,3,2,3.83333333333333
"733",310733,0.548865092975062,2,7,-1,4,4,3,2,-1,0,8,2,3,2,7,1,3,1,2,2,50,-1,3.25,3.6,2.66666666666667
"734",310734,0.995530383131347,2,3,5,1,1,1,1,1,0,5,3,1,-1,-1,1,3,2,2,1,5,1,1,1,2.5
"735",310735,0.955996842240782,2,3,4,2,1,1,1,-1,0,1,8,4,2,3,2,3,2,2,2,80,-1,2.625,1.8,3.33333333333333
"736",310736,0.520139492116378,2,5,2,2,3,2,2,-1,0,8,1,3,-1,-1,8,2,1,2,1,25,-1,-1,-1,-1
"737",310737,0.512856343900189,2,2,-1,3,3,4,1,-1,0,8,5,5,1,3,7,3,2,2,2,65,-1,3.625,2.8,3.33333333333333
"738",310738,0.3894298220148,1,7,2,4,3,3,2,1,0,2,1,3,-1,-1,1,3,2,1,1,60,2,2.25,2.8,4
"739",310739,1.07554433166009,2,2,-1,5,2,1,1,-1,0,8,5,5,2,1,2,2,1,2,1,998,-1,3.625,3.2,3
"740",310740,0.452574276372927,2,4,5,1,1,4,2,-1,2,8,1,3,1,6,3,3,1,2,1,5,-1,2.875,3.6,3.5
"741",310741,1.88263438748951,2,5,2,2,2,1,1,-1,0,8,3,3,2,3,2,8,2,1,1,65,-1,3.75,2.2,4.33333333333333
"742",310742,0.614434193711053,2,1,1,-1,4,4,1,4,0,7,5,5,-1,-1,1,3,2,1,1,5,1,2.125,1.8,4.33333333333333
"743",310743,2.06956739192977,2,1,-1,5,4,4,2,1,0,2,8,1,-1,-1,2,2,1,2,1,998,3,3.25,2.4,3.33333333333333
"744",310744,1.38426207633755,2,3,2,5,2,1,1,1,0,1,5,3,-1,-1,2,4,1,2,2,80,2,3.5,2.8,3.5
"745",310745,0.515975318022354,2,4,-1,1,1,2,1,1,0,8,2,1,-1,-1,1,9,9,1,1,5,3,2.375,3.2,2
"746",310746,1.69462744332297,1,1,2,2,1,4,2,1,0,8,3,3,-1,-1,2,1,2,2,1,50,5,4.125,4.2,2.5
"747",310747,0.917726923455632,2,6,-1,1,1,1,2,1,0,8,2,3,-1,-1,1,3,2,2,1,60,1,1.5,2.6,2.5
"748",310748,0.49431740993063,1,7,5,3,4,2,2,1,0,8,1,1,-1,-1,3,3,1,2,2,50,1,3.25,3,3.66666666666667
"749",310749,0.708811653437259,1,2,3,4,3,4,2,2,0,1,1,3,-1,-1,2,2,2,2,1,80,1,3.625,2.2,3.66666666666667
"750",310750,1.72158174822083,1,3,4,1,2,1,2,-1,0,2,1,1,-1,-1,2,3,2,1,1,20,-1,-1,-1,-1
"751",310751,0.434075299932894,2,7,-1,5,4,3,2,-1,0,8,8,4,2,6,2,3,8,2,2,50,-1,3.28571428571429,4.4,3.66666666666667
"752",310752,0.390703333067971,2,4,5,1,1,2,2,-1,0,8,2,3,1,3,2,3,1,2,2,20,-1,2,2,3.66666666666667
"753",310753,0.523311124885342,2,4,-1,1,2,2,1,-1,0,1,1,3,2,3,2,4,2,2,2,60,-1,3.875,2.8,3.5
"754",310754,0.92260878793303,2,5,3,2,3,1,2,-1,0,4,1,5,2,3,2,3,2,2,1,15,-1,3.5,2.2,3.66666666666667
"755",310755,1.4223753171067,2,4,3,1,1,1,1,1,2,8,8,2,-1,-1,3,3,2,2,1,998,1,2.125,2,2.66666666666667
"756",310756,0.561563861623767,2,7,3,1,3,4,2,1,2,8,1,2,-1,-1,3,3,2,2,2,20,2,3.625,2.6,3.66666666666667
"757",310757,1.25031355952523,2,2,5,1,2,1,1,1,0,8,2,3,-1,-1,2,3,2,2,2,2,3,3.5,4,2.66666666666667
"758",310758,1.3929608892309,1,7,5,1,1,1,1,-1,0,1,2,1,1,3,1,3,2,1,1,3,-1,1.875,2.2,2.83333333333333
"759",310759,0.688505688115594,1,1,2,5,4,4,2,1,1,8,5,4,-1,-1,1,3,2,1,1,50,1,1.75,2,4.5
"760",310760,0.507832016769184,1,7,-1,4,4,3,2,1,0,8,2,3,-1,-1,2,3,1,2,1,50,2,2.625,2.4,4
"761",310761,1.07805748412037,2,4,1,5,4,1,2,-1,0,2,2,5,2,6,1,2,2,2,2,70,-1,2.625,1,4.83333333333333
"762",310762,0.755691199168186,2,7,5,1,1,2,2,-1,0,8,3,2,1,1,1,3,2,8,1,998,-1,2.125,2.75,3.4
"763",310763,1.09999574388097,1,4,-1,5,2,1,2,-1,0,2,8,2,2,3,1,2,2,2,2,50,-1,-1,-1,-1
"764",310764,0.975620531973224,2,3,-1,3,4,1,1,1,0,1,2,4,-1,-1,3,2,1,8,1,20,2,2.5,3.2,2.83333333333333
"765",310765,1.37884849550051,1,6,2,1,2,1,1,-1,0,3,2,1,1,1,1,3,2,1,1,1,-1,1.25,1,2
"766",310766,0.683565355234589,2,4,-1,5,8,2,2,2,0,8,3,4,-1,-1,1,2,2,1,1,5,1,1.625,1.4,3.5
"767",310767,0.697929793520904,2,1,1,5,2,4,2,-1,0,2,8,4,1,3,7,3,2,2,2,20,-1,2.5,2.4,3.16666666666667
"768",310768,1.23148660995229,1,4,2,1,1,1,2,-1,0,8,6,1,2,1,3,3,2,2,1,998,-1,2,1.8,2
"769",310769,0.44776200536536,1,7,1,1,1,2,2,-1,0,8,1,2,1,2,1,2,2,2,2,7,-1,2.625,3.4,4.33333333333333
"770",310770,2.85572143285363,2,1,-1,-1,1,4,2,-1,0,2,6,3,-1,-1,7,2,2,2,2,10,-1,-1,-1,-1
"771",310771,0.433125281083183,2,3,4,1,2,4,2,2,0,8,5,2,-1,-1,1,2,2,1,1,1,1,2.875,1,3.5
"772",310772,0.625773355655188,2,7,5,2,2,1,2,1,2,8,4,2,-1,-1,3,3,2,2,1,20,2,1.875,2.4,1.83333333333333
"773",310773,0.491548473656057,2,1,1,-1,3,4,1,1,0,1,8,4,-1,-1,6,3,2,2,2,50,2,2.5,1.6,4
"774",310774,0.59968346840303,2,1,1,4,2,4,1,5,0,2,5,3,-1,-1,3,2,1,2,2,70,2,3.125,2.8,3.83333333333333
"775",310775,0.808544967267981,1,7,-1,8,8,1,2,-1,2,8,3,3,-1,-1,3,3,1,2,1,999,-1,-1,-1,-1
"776",310776,1.86119823905121,1,4,5,1,1,1,2,1,0,8,2,2,-1,-1,2,3,2,2,2,5,2,2.75,2.4,2.66666666666667
"777",310777,1.12808616526412,2,6,4,5,4,1,2,1,0,3,1,3,-1,-1,2,3,1,2,2,40,2,2.25,2.6,3.33333333333333
"778",310778,0.922986916572841,2,4,-1,5,4,1,1,1,0,2,3,5,-1,-1,2,3,1,1,1,70,1,3.125,3.2,3.33333333333333
"779",310779,1.78905824156113,2,1,-1,3,2,4,2,1,0,8,1,4,-1,-1,2,3,2,2,2,50,5,2.5,4,3.33333333333333
"780",310780,0.488994683801096,2,2,4,5,4,4,1,1,0,8,5,5,-1,-1,1,3,1,1,1,75,3,2.625,2.6,3.33333333333333
"781",310781,1.81166833170989,1,4,2,4,4,1,1,1,0,3,5,5,-1,-1,3,2,1,2,2,50,2,3.25,2,4
"782",310782,1.1434334413455,1,3,3,5,2,1,1,1,0,2,8,3,-1,-1,2,1,2,2,2,50,2,4.125,2.6,4.5
"783",310783,1.18275659487257,1,4,3,1,1,1,1,1,0,2,3,1,-1,-1,2,4,2,2,1,998,2,3.625,2.2,4.5
"784",310784,0.889099284985653,2,7,-1,4,3,1,2,-1,1,2,8,5,1,3,3,2,1,2,2,998,-1,1.75,3.6,3.66666666666667
"785",310785,2.13650666818324,2,2,5,1,1,4,2,-1,0,3,4,4,-1,-1,3,1,8,2,2,60,-1,-1,-1,-1
"786",310786,1.19344877240978,2,6,-1,1,1,1,2,1,0,2,2,1,-1,-1,3,2,2,2,2,30,2,3.25,2,3.83333333333333
"787",310787,0.883306710225873,1,7,-1,1,2,1,2,1,0,8,1,3,-1,-1,3,3,1,1,1,5,2,2.625,3.4,3.83333333333333
"788",310788,0.992039090126178,2,7,-1,2,2,1,2,1,2,8,1,2,-1,-1,3,2,2,2,1,5,3,2.625,3.4,3.66666666666667
"789",310789,0.800428304367828,2,4,5,1,1,1,1,1,0,8,2,2,-1,-1,3,3,2,2,1,10,1,2.5,2.4,3
"790",310790,0.930008563926814,2,3,1,2,3,1,1,1,2,2,1,2,-1,-1,1,2,2,2,2,40,3,3.125,2.6,4.16666666666667
"791",310791,0.837343808145981,2,6,-1,5,2,2,1,-1,0,8,1,4,-1,-1,2,3,2,2,2,998,-1,-1,-1,-1
"792",310792,1.21078570477963,1,4,5,4,3,1,2,1,0,8,1,1,-1,-1,2,2,1,2,2,50,2,4,3.6,4.5
"793",310793,0.429964896992291,1,6,1,1,1,2,1,-1,0,3,8,3,1,9,3,3,1,2,1,20,-1,2.375,2.6,2.5
"794",310794,2.17422187880522,2,6,1,1,4,1,1,-1,0,2,2,3,-1,-1,2,2,2,2,2,80,-1,-1,-1,-1
"795",310795,0.712768715881724,1,7,-1,4,3,1,2,1,1,8,2,1,-1,-1,1,3,2,2,2,15,1,2.125,1.6,2.83333333333333
"796",310796,2.37292545053546,2,2,4,1,2,4,2,-1,0,2,5,2,1,4,3,2,1,2,1,20,-1,3.5,2.6,2.83333333333333
"797",310797,1.04512914227141,1,4,-1,1,2,1,2,-1,0,8,2,2,-1,-1,1,3,2,2,2,998,-1,-1,-1,-1
"798",310798,1.25342573499582,1,4,4,2,3,1,1,1,0,8,8,2,-1,-1,1,3,2,2,1,15,1,2.25,2.2,3.5
"799",310799,0.720129554143719,1,7,3,3,4,1,2,1,1,8,2,1,-1,-1,3,3,2,2,1,50,2,2.75,2.2,3.83333333333333
"800",310800,1.16265186963773,1,4,-1,1,3,1,2,1,2,7,1,2,-1,-1,3,3,1,2,2,7,4,1.875,3.2,4
"801",310801,1.45503875876765,1,4,4,1,1,1,1,1,0,8,2,4,-1,-1,2,8,1,2,2,35,3,2.875,3,3.5
"802",310802,0.506015880610878,2,4,-1,5,4,4,2,-1,0,2,5,5,-1,-1,1,3,2,2,2,50,-1,-1,-1,-1
"803",310803,1.37941080579227,1,4,1,3,4,1,1,-1,0,2,2,4,2,3,1,3,1,1,1,998,-1,2.625,3,4.66666666666667
"804",310804,0.872686660201352,1,3,5,1,1,1,1,1,0,3,1,3,-1,-1,2,3,2,2,2,40,3,3.625,2.8,3
"805",310805,0.712602828783121,1,7,-1,3,4,1,2,1,1,3,4,2,-1,-1,3,2,1,1,2,60,2,3,2.8,3.66666666666667
"806",310806,0.988487227316005,2,3,2,4,2,1,1,-1,0,6,2,3,2,3,2,3,2,2,1,25,-1,2.875,2,4.33333333333333
"807",310807,1.24150349596963,2,2,3,2,2,1,1,-1,0,2,5,4,1,3,2,8,1,2,2,80,-1,-1,-1,-1
"808",310808,0.607111860539381,2,2,-1,3,1,4,1,1,0,1,1,5,-1,-1,2,2,2,1,1,50,2,3.875,3,3.83333333333333
"809",310809,0.852207700099884,1,7,3,5,3,1,2,1,0,8,5,3,-1,-1,2,2,1,2,2,50,2,2.75,2.6,4
"810",310810,1.53308369418637,1,2,-1,1,3,1,2,-1,0,2,5,4,-1,-1,1,2,2,1,1,40,-1,-1,-1,-1
"811",310811,0.444556317532562,1,6,2,5,3,4,2,1,1,2,5,1,-1,-1,3,3,8,2,1,45,9,3,2.8,3.83333333333333
"812",310812,0.550537993905719,1,5,1,4,3,2,2,-1,0,8,1,3,2,4,2,2,1,2,2,998,-1,2.625,3.2,4.66666666666667
"813",310813,1.26433423326519,1,5,-1,5,3,1,2,2,4,8,2,4,-1,-1,1,3,2,1,1,25,2,2.125,2.8,3.66666666666667
"814",310814,0.456137511473019,2,7,-1,3,3,3,2,-1,0,8,1,4,-1,-1,2,2,1,2,1,75,-1,-1,-1,-1
"815",310815,1.15149899074694,1,5,1,5,3,1,2,-1,0,7,5,4,1,4,1,3,2,2,2,80,-1,3.125,1.2,3.33333333333333
"816",310816,1.40324551850873,1,3,-1,1,1,1,2,8,0,2,2,3,-1,-1,2,3,1,2,2,30,2,3.75,2.4,4.5
"817",310817,1.05105361087188,1,4,3,1,1,1,1,1,1,8,2,3,-1,-1,1,3,2,1,1,25,1,2,2,2.66666666666667
"818",310818,1.37414790779666,1,7,1,5,4,1,1,-1,0,8,5,4,-1,-1,1,3,2,1,1,80,-1,-1,-1,-1
"819",310819,1.43344154409277,2,2,3,1,1,1,2,1,0,1,6,1,-1,-1,1,3,2,1,1,3,1,1.875,2.6,2.16666666666667
"820",310820,1.04524607907862,2,7,-1,2,2,1,2,1,0,2,1,2,-1,-1,8,3,2,2,2,25,2,2.5,2.4,4.33333333333333
"821",310821,0.518155336555109,1,7,4,5,4,3,1,-1,0,8,2,5,-1,-1,2,2,2,1,1,60,-1,-1,-1,-1
"822",310822,0.8419566314385,1,7,2,3,4,1,2,-1,0,8,4,5,-1,-1,2,2,1,2,2,40,-1,-1,-1,-1
"823",310823,2.25882429909263,1,3,-1,3,4,1,1,1,0,7,2,3,-1,-1,2,2,2,2,1,30,1,9,2.25,9
"824",310824,0.360412280876589,2,7,1,5,4,3,2,1,1,8,1,2,-1,-1,3,4,1,1,1,50,1,3,2.2,3.5
"825",310825,1.07251238027818,1,7,-1,1,2,1,2,-1,1,4,1,3,2,4,2,3,1,2,2,50,-1,3.375,2,4.33333333333333
"826",310826,0.991569921361091,2,7,5,1,3,1,2,-1,0,8,1,2,1,7,2,2,1,2,2,20,-1,3.375,2.4,4.5
"827",310827,1.08111848428632,2,3,2,5,3,1,1,4,4,2,5,3,-1,-1,3,2,1,2,2,60,8,3.5,3.2,3.16666666666667
"828",310828,0.810249883666996,1,7,-1,3,4,1,2,1,0,8,2,3,-1,-1,2,2,2,1,1,60,2,3.25,2.2,3.66666666666667
"829",310829,0.888172381551321,2,5,1,2,2,1,2,1,0,8,1,3,-1,-1,2,3,2,1,2,70,4,3.5,4.4,4
"830",310830,0.525588055106105,2,7,-1,1,8,4,2,9,0,8,5,3,-1,-1,1,3,2,2,2,50,9,9,9,9
"831",310831,0.366975637308006,1,7,4,5,2,4,2,-1,0,8,1,3,2,3,3,2,1,2,2,25,-1,3,3.4,3.66666666666667
"832",310832,1.30941769885998,1,6,2,2,1,1,2,1,0,8,2,1,-1,-1,2,3,2,1,2,2,4,2.375,3,3.16666666666667
"833",310833,0.620061004984077,2,7,5,1,2,3,2,1,1,8,1,2,-1,-1,2,2,1,2,2,78,1,3.375,2,4.16666666666667
"834",310834,1.23460459517968,1,4,5,1,1,1,1,-1,0,2,1,3,2,3,2,2,1,2,2,2,-1,2.875,4.2,4.16666666666667
"835",310835,1.60855416566874,1,3,-1,1,1,1,2,2,0,2,2,1,-1,-1,2,1,1,1,1,75,3,3.5,2.6,4
"836",310836,0.851940451286785,1,4,2,5,4,4,2,-1,1,8,2,5,-1,-1,3,2,2,2,1,20,-1,-1,-1,-1
"837",310837,1.19990403028104,2,7,-1,5,4,1,2,-1,0,8,3,4,1,3,2,3,1,1,2,90,-1,-1,-1,-1
"838",310838,1.56114840430536,2,5,-1,1,1,2,1,1,0,8,1,1,-1,-1,3,3,2,2,1,998,2,2.25,2.4,3.33333333333333
"839",310839,0.586507681636957,2,3,3,1,2,4,1,1,0,8,8,4,-1,-1,8,2,2,2,1,50,1,2.25,2.4,3.66666666666667
"840",310840,1.19037368049328,1,3,-1,1,3,1,1,1,0,8,1,3,-1,-1,2,2,1,2,2,10,3,3.5,4,3.5
"841",310841,1.68822867606576,1,6,-1,1,2,1,1,-1,0,4,2,1,1,1,1,3,2,8,1,4,-1,2.25,1.4,3.16666666666667
"842",310842,0.379319269120432,1,7,2,5,4,3,2,-1,0,8,8,4,2,1,3,1,1,2,2,70,-1,3.25,3.2,2.66666666666667
"843",310843,0.775562174400445,1,7,-1,3,3,1,2,-1,2,8,2,1,2,3,1,3,2,1,2,10,-1,2,2.2,3.16666666666667
"844",310844,0.592949156787285,2,7,-1,5,4,3,2,1,0,8,4,3,-1,-1,3,2,2,8,1,998,1,3.25,1.6,3.66666666666667
"845",310845,0.614380546169478,1,4,3,4,3,2,1,4,0,7,8,5,-1,-1,7,4,2,2,1,5,1,2.25,2,3
"846",310846,0.690717969340403,2,5,5,1,2,3,2,-1,0,3,3,5,2,3,1,3,1,1,2,10,-1,2.75,2.4,3.5
"847",310847,0.965627935683805,2,2,-1,2,1,1,1,-1,0,2,1,3,1,4,8,2,8,2,1,20,-1,2.625,3.4,3.16666666666667
"848",310848,1.62161585870008,2,2,-1,2,1,1,1,-1,0,1,8,5,1,1,2,2,1,2,2,70,-1,-1,-1,-1
"849",310849,0.926718325590704,1,4,-1,5,3,4,2,-1,0,5,5,5,-1,-1,3,3,2,1,1,70,-1,-1,-1,-1
"850",310850,0.792467639618523,1,7,-1,1,1,1,2,-1,1,8,5,3,2,11,2,3,1,2,2,35,-1,2.625,2.8,5
"851",310851,1.05849949408458,1,2,5,1,1,1,2,-1,0,7,8,2,2,3,3,2,2,2,2,2,-1,2.25,3.8,3.33333333333333
"852",310852,0.5221943536541,2,3,2,5,3,4,2,-1,0,1,6,3,2,1,1,3,2,2,1,10,-1,2.125,2.8,3.5
"853",310853,0.65510354205729,2,4,1,5,4,2,2,8,0,3,2,3,-1,-1,1,4,1,1,1,60,8,3,3,3
"854",310854,1.11203046968787,2,2,-1,1,1,4,2,-1,0,8,6,2,-1,-1,8,4,2,1,1,998,-1,-1,-1,-1
"855",310855,1.09903305481695,1,4,-1,1,1,1,1,-1,0,8,5,1,2,2,3,1,2,2,1,5,-1,3.125,3.2,3
"856",310856,2.23064648413369,2,4,2,5,2,1,1,1,0,8,2,4,-1,-1,1,3,2,1,2,998,3,2.375,2,3.33333333333333
"857",310857,0.972866274605476,2,2,-1,1,3,4,2,2,0,4,5,5,-1,-1,1,3,2,2,2,25,3,3.125,2.6,4.66666666666667
"858",310858,1.15946317843389,2,4,1,2,3,1,1,1,0,8,5,4,-1,-1,2,2,1,2,2,20,3,4.375,3.2,4
"859",310859,1.68439015738252,2,5,-1,3,3,1,1,-1,0,8,1,3,2,3,2,3,2,1,2,40,-1,3.25,3.2,3.66666666666667
"860",310860,0.989950791583857,2,7,2,1,4,1,1,1,1,8,2,3,-1,-1,2,3,2,8,8,60,3,2.125,2.5,4.33333333333333
"861",310861,1.57711534657549,2,2,4,5,2,4,2,1,0,3,8,4,-1,-1,3,2,2,1,2,2,2,3,3.2,3.33333333333333
"862",310862,1.19404149121589,1,7,3,3,4,1,1,-1,0,8,5,5,2,3,2,2,2,2,1,50,-1,-1,-1,-1
"863",310863,0.506042364449087,2,7,-1,1,2,3,2,-1,2,8,1,2,1,2,8,3,1,2,2,30,-1,3,4,4.16666666666667
"864",310864,0.687605237616509,1,7,-1,3,4,1,2,-1,0,2,1,2,1,2,3,3,1,2,1,10,-1,2.5,3,4.16666666666667
"865",310865,1.09317014491625,2,2,3,1,1,1,2,-1,0,2,8,4,1,1,2,2,1,2,1,50,-1,3.5,3.2,3.16666666666667
"866",310866,1.15065880102325,2,2,5,1,2,1,2,-1,0,8,1,2,1,9,1,2,2,1,1,10,-1,2.75,2.6,3
"867",310867,2.06503677051547,2,7,-1,8,4,1,1,-1,1,8,1,4,1,3,1,3,2,1,1,10,-1,-1,-1,-1
"868",310868,0.451633961053202,2,7,3,4,4,3,2,8,0,8,2,4,-1,-1,1,3,2,1,1,40,1,2.25,1.4,4.5
"869",310869,1.00822525800687,1,4,3,2,2,1,1,-1,0,6,3,2,8,3,3,2,2,2,2,10,-1,-1,-1,-1
"870",310870,0.877306220339529,2,3,-1,3,1,1,1,4,0,2,6,4,-1,-1,3,2,2,1,2,70,2,3.375,2.8,3.33333333333333
